X,Y,Z,Cell Type
14629.404,1753.7051,0,Endothelial
15070.668,1756.1094,0,Epithelial
15736.52,1753.4648,0,Epithelial
14858.369,1756.2402,0,Epithelial
14192.398,1761.2305,0,Epithelial
16132.721,1763.4297,0,Endothelial
15035.076,1764.8633,0,Endothelial
15158.799,1766.4043,0,Endothelial
15648.557,1769.4863,0,Epithelial
14984.787,1775.6133,0,Epithelial
15869.451,1776.2441,0,Epithelial
14249.328,1776.4395,0,Epithelial
15296.848,1777.7227,0,Epithelial
15898.131,1786.7031,0,Epithelial
14317.078,1783.7031,0,Epithelial
16269.584,1786.0176,0,Endothelial
14831.096,1787.6309,0,Epithelial
15322.084,1789.4863,0,Epithelial
15169.525,1790.1152,0,Epithelial
14219.877,1791.4941,0,Epithelial
15864.902,1796.3262,0,Epithelial
14361.646,1796.0879,0,Epithelial
16311.727,1798.0664,0,Endothelial
14201.836,1800.4863,0,Epithelial
16259.551,1801.0742,0,Endothelial
14899.279,1805.9473,0,Epithelial
15108.48,1810.4648,0,Epithelial
16048.738,1813.8125,0,Endothelial
15618.73,1816.9609,0,Epithelial
16014.656,1818.5527,0,Epithelial
16327.785,1819.6465,0,Epithelial
15235.484,1822.082,0,Epithelial
14295.477,1822.3594,0,Epithelial
15040.484,1825.2754,0,Epithelial
15748.094,1836.1875,0,Epithelial
14799.904,1837.6836,0,Endothelial
15135.68,1839.375,0,Epithelial
15979.721,1839.6758,0,Epithelial
15996.033,1840.0684,0,Epithelial
14267.969,1848.3711,0,Epithelial
15114.873,1851.5605,0,Epithelial
16147.961,1851.7832,0,Endothelial
15988.512,1852.3652,0,Epithelial
14337.609,1854.7832,0,Epithelial
14553.609,1856.5664,0,Epithelial
15255.898,1858.2305,0,Epithelial
14499.324,1861.5195,0,Epithelial
14508.066,1870.6621,0,Epithelial
14646.387,1880.5957,0,Epithelial
16294.123,1882.9023,0,Endothelial
16251.684,1882.5254,0,Endothelial
16190.957,1884.2285,0,Endothelial
14962.9,1887.1758,0,Epithelial
15784.047,1886.1641,0,Epithelial
15895.324,1886.5293,0,Epithelial
14368.115,1891.1699,0,Epithelial
15854.836,1890.8613,0,Epithelial
15929.783,1891.6992,0,Epithelial
16199.584,1893.1895,0,Endothelial
16215.922,1902.7793,0,Endothelial
15782.129,1901.5117,0,Epithelial
15951.227,1902.9453,0,Epithelial
15736.48,1903.0137,0,Epithelial
15921.031,1907.9082,0,Epithelial
15428.98,1911.6445,0,Epithelial
16177.367,1911.2695,0,Endothelial
14732.357,1911.59375,0,Epithelial
15723.254,1913.0195,0,Epithelial
16203.109,1912.4434,0,Endothelial
16081.678,1914.5352,0,Epithelial
16154.01,1915.4141,0,Endothelial
15321.75,1917.3906,0,Epithelial
14383.49,1918.2598,0,Epithelial
14659.512,1923.0625,0,Epithelial
15733.029,1925.248,0,Epithelial
15335.945,1937.4629,0,Epithelial
15263.975,1938.3594,0,Epithelial
16056.592,1938.1719,0,Endothelial
15900.006,1946.1582,0,Epithelial
14514.256,1949.1445,0,Epithelial
15224.158,1953.7852,0,Epithelial
16307.393,1953.03125,0,Endothelial
16084.969,1953.4473,0,Neutrophil
16292.201,1953.6055,0,Neutrophil
16177.035,1957.5176,0,Endothelial
14570.047,1959.8633,0,Epithelial
15898.818,1963.3867,0,Epithelial
14540.256,1962.8691,0,Epithelial
15101.203,1965.4805,0,Epithelial
16122.566,1967.373,0,Endothelial
15267.828,1969.1641,0,Epithelial
14311.18,1970.0508,0,Epithelial
14455.088,1967.873,0,Epithelial
14220.666,1974.2598,0,Epithelial
14281.039,1975.291,0,Epithelial
15200.475,1978.4785,0,Epithelial
15042.633,1986.5703,0,Epithelial
15703.363,1991.127,0,Epithelial
16364.082,1990.0723,0,Endothelial
15358.178,1995.2305,0,Epithelial
15301.754,1996.7051,0,Epithelial
15054.686,2001.2285,0,Epithelial
15155.051,2001.6406,0,Epithelial
15428.725,2009.7422,0,Epithelial
14729.674,2015.6133,0,Epithelial
15695.379,2017.9531,0,Epithelial
15265.1875,2018.7539,0,Epithelial
14404.639,2018.7676,0,Epithelial
14463.119,2021.5859,0,Epithelial
15202.26,2025.6777,0,Epithelial
15752.352,2026.0098,0,Epithelial
16010.02,2026.0234,0,Endothelial
16088.303,2029.5352,0,Endothelial
14668.117,2033.8379,0,Epithelial
15421.336,2034.28125,0,Epithelial
16073.195,2034.8223,0,Endothelial
15355.287,2034.791,0,Epithelial
14517.512,2037.0195,0,Epithelial
16187.863,2037.8027,0,Endothelial
16215.732,2040.584,0,Neutrophil
16131.754,2042.0703,0,Neutrophil
15399.99,2043.918,0,Epithelial
14569.998,2043.998,0,Epithelial
15733.979,2045.2539,0,Epithelial
15342.639,2047.2637,0,Epithelial
15502.477,2049.037,0,Epithelial
14285.754,2051.7441,0,Epithelial
15813.25,2054.1113,0,Epithelial
14478.389,2055.5332,0,Epithelial
16220.211,2054.65625,0,Neutrophil
14876.617,2054.084,0,Epithelial
14285.654,2064.6523,0,Epithelial
15436.48,2067.6855,0,Epithelial
15884.635,2067.6055,0,Epithelial
14562.426,2068.1094,0,Epithelial
15101.828,2071.7754,0,Epithelial
15427.855,2076.545,0,Epithelial
15228.586,2077.0254,0,Epithelial
15060.338,2076.9238,0,Epithelial
15915.701,2076.8027,0,Epithelial
15146.746,2083.6035,0,Epithelial
15105.816,2086.502,0,Epithelial
16411.277,2093.6797,0,Endothelial
15065.742,2092.791,0,Epithelial
14460.582,2099.916,0,Epithelial
14235.795,2103.3867,0,Epithelial
15933.83,2103.15625,0,Epithelial
15238.283,2104.543,0,Epithelial
15133.645,2105.8926,0,Epithelial
15066.479,2106.8242,0,Epithelial
16090.488,2111.2031,0,Neutrophil
14768.348,2119.0566,0,Epithelial
14983.803,2118.7715,0,Epithelial
15794.42,2120.3496,0,Epithelial
16151.836,2125.4668,0,Endothelial
15995.613,2124.9434,0,Endothelial
15066.299,2124.7344,0,Epithelial
14192.943,2129.6055,0,Epithelial
14464.0,2129.6055,0,Epithelial
15202.217,2135.1855,0,Endothelial
15796.346,2135.8652,0,Epithelial
14932.305,2139.0605,0,Epithelial
15861.52,2138.5645,0,Epithelial
15773.742,2144.588,0,Epithelial
14524.455,2146.7227,0,Epithelial
15019.742,2147.7383,0,Epithelial
14202.086,2146.8008,0,Epithelial
14303.586,2149.168,0,CD4 T cell
14268.775,2157.4453,0,Epithelial
15692.447,2157.711,0,Epithelial
14976.73,2161.586,0,Endothelial
14299.834,2163.9922,0,Epithelial
14361.434,2170.8418,0,Epithelial
15051.184,2175.4082,0,Epithelial
14346.947,2180.4219,0,Epithelial
15847.838,2179.3086,0,Epithelial
14378.721,2179.6582,0,Epithelial
15511.725,2180.918,0,Epithelial
14956.043,2186.0684,0,Epithelial
15220.168,2191.6387,0,Epithelial
15388.273,2187.2227,0,Epithelial
16057.432,2189.5977,0,Neutrophil
15397.369,2193.9395,0,Epithelial
14353.404,2194.0,0,Epithelial
14487.881,2195.9434,0,Epithelial
15553.02,2198.879,0,Epithelial
16287.955,2201.4922,0,Endothelial
16184.734,2202.1406,0,Neutrophil
14776.26,2206.1328,0,Epithelial
16462.492,2209.088,0,Endothelial
14505.523,2210.9375,0,Epithelial
14273.355,2212.5469,0,Epithelial
14893.553,2213.6738,0,Epithelial
14290.393,2216.84375,0,Epithelial
15344.725,2215.5176,0,Epithelial
15581.432,2217.0117,0,Epithelial
15962.164,2217.9707,0,Endothelial
14210.342,2217.8223,0,Epithelial
15642.734,2221.2012,0,Epithelial
15851.471,2219.414,0,Epithelial
15780.039,2226.5059,0,Epithelial
16101.672,2224.795,0,Neutrophil
16112.42,2230.0059,0,Neutrophil
14350.635,2234.28125,0,Epithelial
14508.881,2236.0625,0,Epithelial
15433.873,2235.6387,0,Epithelial
15020.602,2238.6855,0,Epithelial
14338.404,2237.5293,0,Epithelial
15868.932,2237.002,0,Epithelial
14926.254,2240.0488,0,Epithelial
14653.129,2243.58,0,Epithelial
16354.844,2243.0605,0,Endothelial
15135.145,2246.3184,0,Epithelial
15538.928,2247.2148,0,Epithelial
14797.951,2252.1035,0,Epithelial
15020.834,2252.7227,0,Epithelial
15190.922,2259.377,0,Epithelial
15449.27,2260.4238,0,Epithelial
16060.678,2262.7285,0,Neutrophil
15302.76,2266.5996,0,Endothelial
15768.1,2265.8047,0,Epithelial
16080.779,2264.4512,0,Endothelial
15126.119,2261.705,0,Epithelial
15542.455,2269.9883,0,Epithelial
15640.393,2271.7324,0,Epithelial
15412.877,2281.0762,0,Epithelial
16093.852,2281.537,0,Endothelial
15518.328,2283.584,0,Epithelial
15297.049,2282.662,0,Endothelial
14479.428,2286.213,0,Epithelial
15545.404,2286.1191,0,Epithelial
14730.936,2291.541,0,Epithelial
14517.926,2291.5137,0,Epithelial
15687.916,2295.3906,0,Epithelial
15257.682,2293.711,0,Endothelial
