Cell ID,Target ID,X1,Y1,Z1,X2,Y2,Z2
300,443503,815.8651,828.3379,0,812.2749,834.34766,0
304,270380,901.7645,863.7969,0,910.06836,878.8496,0
307,123532,651.84265,893.3994,0,641.5615,888.70703,0
310,383932,902.1007,935.25586,0,902.3052,939.6094,0
311,131028,670.63245,952.08496,0,675.41174,950.9453,0
313,443539,807.4906,960.8994,0,804.85474,965.1074,0
314,440475,623.162,965.08105,0,620.9861,959.0,0
315,201870,987.8568,968.30273,0,990.01245,968.1294,0
319,145924,814.8983,991.3096,0,816.9055,993.4512,0
903,59695,982.70483,723.45996,0,984.99304,728.90234,0
919,346492,912.8552,798.69434,0,914.73364,801.02734,0
929,196473,967.2467,859.70996,0,980.9452,862.26953,0
934,25625,865.88525,875.2451,0,867.7296,877.89844,0
942,309584,695.151,926.33887,0,690.37134,917.2676,0
952,1278,852.3867,979.9092,0,855.41797,974.92395,0
953,175663,760.5,986.0928,0,754.1227,987.05664,0
1267,360590,982.8252,942.52295,0,976.16516,942.33594,0
1276,387449,881.9463,969.30164,0,875.37463,973.06055,0
2549,383873,887.11084,640.7754,0,897.69336,643.4297,0
2572,149388,574.0465,746.74023,0,572.76184,742.89355,0
2585,409626,370.2262,786.9336,0,374.44373,787.5801,0
2595,305501,606.29944,824.7656,0,610.391,825.6572,0
2603,428645,932.10596,849.27734,0,925.1133,851.21484,0
2619,81855,391.86914,910.0137,0,383.24915,922.66016,0
2624,394668,268.50012,934.5078,0,241.1864,941.51855,0
2629,390343,657.9404,958.49414,0,658.3595,943.4883,0
2632,376386,687.54944,968.1543,0,685.3915,971.875,0
3324,428645,920.27844,858.33984,0,925.1133,851.21484,0
3331,428653,946.80286,911.52344,0,948.29175,924.3594,0
3340,436092,840.37854,956.40625,0,843.05786,957.87695,0
4353,197472,718.83264,940.21484,0,712.5669,951.55664,0
7691,178946,822.9723,458.9756,0,831.8927,471.76172,0
7729,388444,768.4186,916.6113,0,770.2833,920.63513,0
8319,3303,915.05383,695.11816,0,912.682,693.5039,0
8333,159744,981.4551,774.0088,0,981.8578,774.3672,0
8335,361567,961.59717,786.17285,0,961.9297,788.7969,0
8366,294462,834.31934,912.2041,0,826.59595,903.3887,0
8374,138471,708.28503,934.17285,0,698.1173,940.15234,0
8381,249569,695.67896,954.7178,0,694.1299,953.4551,0
8391,397619,717.78845,999.22754,0,709.8285,1011.6875,0
8657,123500,924.97266,717.1614,0,920.9009,714.1719,0
8707,262815,676.0593,984.5431,0,665.25,985.4551,0
9884,181155,924.7637,442.5,0,918.7417,462.26172,0
9897,368910,914.2278,497.51758,0,925.35596,507.7793,0
9907,61818,968.4358,561.1094,0,977.7661,564.8867,0
9910,188353,567.7623,592.29297,0,545.85315,590.9121,0
9913,248520,801.3425,608.16406,0,794.5421,611.3242,0
9914,22572,667.9081,614.21875,0,657.629,615.91406,0
9917,461855,617.30554,621.959,0,610.0138,620.2881,0
9920,156807,863.3357,627.01953,0,866.1022,628.68066,0
9925,396879,492.06677,646.56836,0,479.55566,646.4082,0
9933,225393,545.371,685.78516,0,555.1322,692.24414,0
9936,119579,628.2013,695.5762,0,630.2101,687.51465,0
9937,22583,479.6029,698.0137,0,480.29956,721.47266,0
9969,424656,550.4154,833.2969,0,546.63367,840.90234,0
9977,149400,342.80786,867.38086,0,346.1869,869.42285,0
9980,354022,660.3291,876.4238,0,661.27454,874.5488,0
9990,219731,899.51855,907.50586,0,901.865,915.375,0
10008,200876,281.6444,970.0469,0,287.18054,967.92676,0
10014,145924,813.6526,996.52344,0,816.9055,993.4512,0
10672,439417,746.15686,793.2344,0,735.48425,796.74023,0
10683,19112,742.1891,877.85156,0,741.3651,878.96875,0
10686,302032,590.03894,949.1992,0,585.65576,953.80664,0
11654,186295,935.8684,637.9219,0,933.4857,635.3955,0
11668,215700,999.9734,673.16797,0,992.04724,672.41113,0
15154,108637,745.55334,834.47754,0,739.31433,831.74805,0
15159,123535,769.06506,901.7158,0,774.0553,904.8535,0
15160,131019,955.1146,904.37695,0,964.84424,913.53516,0
15161,174658,640.21375,911.4668,0,637.9884,909.2969,0
15165,390343,657.005,957.3408,0,658.3595,943.4883,0
15168,241029,545.9287,972.9053,0,541.93787,973.5156,0
15170,201872,967.4586,988.68066,0,966.65283,980.3667,0
15173,121898,655.0895,996.48145,0,653.91504,998.81445,0
15726,145853,927.7799,665.82324,0,936.9341,660.00977,0
15729,29994,973.9391,670.86035,0,969.12415,668.86816,0
15755,368953,892.5685,775.1377,0,899.32983,770.0137,0
15780,473365,880.31055,866.626,0,876.18115,872.5137,0
15789,293427,833.9143,882.4463,0,832.87317,874.29297,0
15793,19114,885.63904,891.56934,0,882.3301,888.7363,0
15795,201852,750.42615,895.32715,0,752.54956,896.4171,0
15821,197481,992.5,997.11426,0,982.7239,991.80664,0
16118,241955,982.44116,832.21155,0,988.91626,835.21094,0
16122,240311,995.0696,866.85364,0,989.85254,862.44727,0
17311,101011,954.5574,471.51758,0,962.1538,482.83203,0
17317,349922,856.0144,492.66602,0,851.6437,486.5996,0
17327,101023,861.8535,539.9121,0,859.45874,544.5215,0
17338,402154,623.9486,597.21094,0,621.30554,603.33984,0
17354,173946,529.74475,662.59766,0,511.78333,652.33984,0
17372,141920,490.75183,735.8086,0,482.82056,740.2207,0
17373,149388,564.8004,738.86523,0,572.76184,742.89355,0
17376,372422,416.69043,752.7363,0,406.2964,746.05176,0
17383,409625,499.1537,779.43164,0,497.33276,787.8213,0
17390,424653,610.7212,813.09375,0,616.4523,814.0928,0
17391,267908,633.15247,815.8672,0,627.6217,817.4834,0
17397,406181,902.80664,837.4531,0,902.4778,838.6035,0
17402,7724,470.3015,850.3633,0,451.16943,846.2178,0
17403,290405,529.7787,859.5996,0,532.9834,862.5469,0
17412,249562,942.2363,882.3887,0,950.8723,890.416,0
17413,115159,570.1658,889.9629,0,568.8224,890.4492,0
17416,44800,300.3911,894.78906,0,296.161,887.2842,0
17419,256047,525.3844,904.5879,0,524.97766,903.73047,0
17422,309584,695.8345,926.25,0,690.37134,917.2676,0
17426,327811,414.65784,932.6211,0,418.52014,933.333,0
17437,469414,443.1692,982.23047,0,438.86365,987.80566,0
17438,56242,432.0204,986.47656,0,435.1797,990.7578,0
18079,52117,969.96204,625.4375,0,974.2975,625.46875,0
18086,301977,983.46204,684.4258,0,983.2925,675.3125,0
18101,368962,585.34534,810.6758,0,581.8949,809.2969,0
18112,361597,681.12317,904.5781,0,675.9708,906.7031,0
18116,417185,502.9137,921.9219,0,503.0442,925.1572,0
19095,52132,962.65405,759.59375,0,948.7648,771.5615,0
22591,123529,867.3395,861.07715,0,874.5093,856.8633,0
22597,376377,718.02673,928.0205,0,726.8723,922.0879,0
23173,457479,905.54834,752.9287,0,911.5951,756.2031,0
23179,189101,857.96924,784.34863,0,857.6466,788.7578,0
23185,413674,807.0625,817.21387,0,809.82324,811.85547,0
23188,257012,893.2947,824.29395,0,894.1118,824.7969,0
23200,406189,781.5211,881.40137,0,790.46826,885.60156,0
23211,122593,750.1184,921.01074,0,750.23816,920.29297,0
23213,458494,875.9669,928.9541,0,871.58984,920.2539,0
23217,398625,633.31506,943.91504,0,636.2831,942.22266,0
23531,406189,794.5681,878.8319,0,790.46826,885.60156,0
23532,11705,800.2241,888.53174,0,809.416,884.9512,0
24831,24828,971.6138,487.22266,0,976.61255,478.22656,0
24835,368910,924.5713,495.20703,0,925.35596,507.7793,0
24847,190019,869.7644,564.8379,0,870.43115,559.0547,0
24868,101047,722.99854,660.5137,0,727.3096,664.72656,0
24875,450994,694.2976,679.25,0,694.55554,687.4863,0
24884,122558,760.23706,704.2793,0,757.9027,702.1836,0
24886,223097,593.5056,710.70703,0,609.66125,719.9248,0
24890,372422,414.12915,734.7539,0,406.2964,746.05176,0
24902,249536,986.4778,772.9336,0,984.20557,776.36523,0
24929,270376,683.4762,860.9551,0,680.4404,869.21875,0
24939,421225,871.6731,899.7051,0,868.38086,899.86523,0
24943,309584,691.1904,907.89844,0,690.37134,917.2676,0
24946,174658,652.68115,913.7715,0,637.9884,909.2969,0
24947,361597,667.2927,918.79297,0,675.9708,906.7031,0
24949,19117,558.652,925.0664,0,557.8983,925.7285,0
