X,Y,Z,Cell Type
9766.15,3427.6099,0,Follicular DC
7940.0425,3435.8647,0,Follicular DC
8240.69,3457.7202,0,Follicular DC
9734.576,3461.2495,0,CD8 T cell
9523.925,3473.5405,0,CD8 T cell
8497.669,3481.2612,0,Follicular DC
9538.616,3492.4937,0,CD8 T cell
7627.0415,3495.0151,0,CD8 T cell
8159.7993,3496.3784,0,Follicular DC
9441.964,3500.0972,0,Follicular DC
8020.238,3505.4312,0,Follicular DC
8797.842,3516.317,0,Follicular DC
8841.868,3516.8071,0,Follicular DC
7731.1826,3517.4585,0,Follicular DC
7647.8525,3526.2144,0,CD8 T cell
10543.472,3548.3218,0,Follicular DC
10498.84,3559.5903,0,CD8 T cell
10824.069,3564.1548,0,T cell (other)
7490.4297,3567.8843,0,T cell (other)
8178.2256,3578.6929,0,Follicular DC
10710.334,3584.8784,0,CD8 T cell
9552.844,3603.601,0,Follicular DC
10003.381,3609.8364,0,Follicular DC
10902.325,3622.2769,0,CD8 T cell
8332.598,3625.358,0,Follicular DC
8023.329,3632.771,0,Follicular DC
8582.112,3635.5269,0,Follicular DC
7409.8413,3657.3823,0,T cell (other)
10244.651,3671.5513,0,CD8 T cell
10570.178,3676.4604,0,Follicular DC
8941.34,3680.1733,0,Follicular DC
9666.074,3680.978,0,CD8 T cell
10307.641,3693.9546,0,Follicular DC
8039.9414,3720.021,0,Follicular DC
10751.663,3734.69,0,CD8 T cell
7835.28,3735.4233,0,Follicular DC
7611.975,3739.6147,0,Follicular DC
10473.768,3754.2896,0,Follicular DC
9317.027,3759.7407,0,Follicular DC
7808.418,3772.4858,0,CD8 T cell
8732.943,3779.434,0,Follicular DC
10127.657,3780.8882,0,Follicular DC
10500.514,3786.6147,0,Follicular DC
7002.33,3797.0698,0,Follicular DC
8455.281,3798.9058,0,Follicular DC
9101.072,3816.814,0,Follicular DC
8932.143,3820.3276,0,Follicular DC
8418.4375,3822.3872,0,Follicular DC
6774.348,3831.5894,0,Follicular DC
10254.536,3832.398,0,CD8 T cell
8755.251,3839.7534,0,Follicular DC
8835.972,3838.3325,0,CD8 T cell
7618.309,3841.5728,0,CD8 T cell
9580.433,3841.7485,0,Follicular DC
7785.0176,3843.901,0,CD8 T cell
9831.361,3844.0347,0,CD8 T cell
10546.623,3849.1792,0,CD8 T cell
7909.6875,3858.147,0,T cell (other)
9700.104,3862.2778,0,Follicular DC
10281.16,3865.688,0,Follicular DC
9548.823,3866.4165,0,CD8 T cell
8677.794,3878.8823,0,Follicular DC
9761.593,3885.982,0,CD8 T cell
9453.583,3890.3823,0,Follicular DC
8896.852,3909.85,0,Follicular DC
6800.9785,3914.2144,0,Follicular DC
9673.622,3914.8052,0,Follicular DC
10531.499,3918.8433,0,CD8 T cell
7374.607,3920.9888,0,T cell (other)
8089.8325,3924.6694,0,Follicular DC
7844.181,3925.023,0,CD8 T cell
8954.402,3940.8071,0,Follicular DC
8114.2993,3950.6997,0,Follicular DC
8969.683,3957.8247,0,Follicular DC
10140.804,3956.4536,0,Follicular DC
10388.929,3960.2007,0,CD8 T cell
8362.202,3966.561,0,Follicular DC
8505.979,3973.2456,0,Follicular DC
7976.055,3975.438,0,T cell (other)
7569.584,3992.5269,0,Follicular DC
9761.229,3988.355,0,CD8 T cell
8415.062,3997.5044,0,Follicular DC
8529.851,4008.5103,0,Follicular DC
10402.783,4012.9995,0,Follicular DC
9150.002,4014.603,0,Follicular DC
6801.3257,4025.3315,0,Follicular DC
7999.548,4033.9683,0,Follicular DC
9291.883,4034.9282,0,Follicular DC
9389.085,4046.145,0,Follicular DC
7692.765,4048.5122,0,CD8 T cell
7796.5396,4050.058,0,CD8 T cell
10359.503,4054.2622,0,CD8 T cell
10558.722,4062.2944,0,CD8 T cell
8770.897,4078.2944,0,Follicular DC
7415.0884,4078.1782,0,CD8 T cell
9343.653,4096.946,0,Follicular DC
8485.973,4101.9575,0,Follicular DC
8219.575,4106.4995,0,Follicular DC
8125.714,4110.481,0,Follicular DC
9022.32,4108.725,0,Follicular DC
7054.4785,4109.7456,0,Follicular DC
8761.979,4127.7456,0,Follicular DC
8461.241,4136.186,0,Follicular DC
9638.904,4143.4272,0,Follicular DC
8065.8086,4166.152,0,Follicular DC
10253.916,4175.6743,0,Follicular DC
7750.467,4183.6694,0,CD8 T cell
8816.956,4190.3374,0,CD8 T cell
7846.7173,4191.6294,0,CD8 T cell
9631.31,4194.769,0,Follicular DC
9072.228,4200.6577,0,CD8 T cell
10160.947,4207.446,0,Follicular DC
9620.365,4211.149,0,Follicular DC
7660.8003,4214.4907,0,CD8 T cell
8237.488,4227.899,0,Follicular DC
7527.8164,4237.6274,0,CD8 T cell
8074.743,4247.653,0,CD8 T cell
8287.131,4252.5396,0,Follicular DC
9448.15,4253.7817,0,Follicular DC
7542.0933,4264.4224,0,Follicular DC
9021.199,4271.2456,0,Follicular DC
8005.3057,4293.104,0,CD8 T cell
8784.249,4296.558,0,Follicular DC
7891.0894,4316.4087,0,CD8 T cell
10227.247,4321.4097,0,Follicular DC
9887.098,4336.228,0,Follicular DC
7326.457,4339.396,0,CD8 T cell
10238.294,4351.4233,0,CD8 T cell
7280.9146,4357.06,0,Follicular DC
7238.29,4359.641,0,CD8 T cell
9231.529,4369.2983,0,CD8 T cell
9764.205,4369.0493,0,Follicular DC
9472.37,4387.943,0,Follicular DC
7915.651,4395.5493,0,CD8 T cell
7363.396,4404.1187,0,CD8 T cell
7204.017,4407.6606,0,CD8 T cell
9860.992,4419.4487,0,CD8 T cell
10064.343,4423.7046,0,CD8 T cell
9736.334,4427.7114,0,Follicular DC
8767.1,4441.139,0,Follicular DC
8651.852,4442.0835,0,Follicular DC
8679.215,4443.5356,0,Follicular DC
7704.1606,4445.7163,0,CD8 T cell
8544.532,4452.565,0,Follicular DC
8850.465,4453.2183,0,Follicular DC
9760.084,4455.016,0,Follicular DC
9593.969,4458.3364,0,Follicular DC
8878.771,4460.528,0,Follicular DC
8212.907,4466.471,0,CD8 T cell
8846.236,4487.988,0,Follicular DC
7719.6177,4507.15,0,CD8 T cell
8466.607,4507.681,0,Follicular DC
8608.711,4514.765,0,Follicular DC
8722.802,4517.444,0,Follicular DC
8599.074,4527.1313,0,Follicular DC
9342.525,4526.3423,0,Follicular DC
9778.06,4557.2446,0,Follicular DC
7242.2686,4556.2915,0,CD8 T cell
8325.237,4568.063,0,Follicular DC
9458.433,4571.7427,0,Follicular DC
7450.66,4576.0747,0,CD8 T cell
7999.8267,4575.4565,0,T cell (other)
9680.423,4577.0454,0,Follicular DC
8673.365,4578.772,0,Follicular DC
8461.446,4588.728,0,Follicular DC
8896.892,4592.9673,0,Follicular DC
7281.438,4594.516,0,Follicular DC
7624.443,4599.3765,0,T cell (other)
9494.269,4602.188,0,Follicular DC
7252.3066,4637.0073,0,Follicular DC
8686.864,4620.262,0,Endothelial
7997.1274,4622.7007,0,Follicular DC
8914.339,4628.1255,0,Follicular DC
7595.722,4641.397,0,CD8 T cell
7387.1006,4645.6665,0,CD8 T cell
8881.41,4649.564,0,Endothelial
9545.159,4656.594,0,Follicular DC
7522.123,4683.4204,0,CD8 T cell
8164.423,4682.0884,0,T cell (other)
9627.866,4685.856,0,Follicular DC
7938.3447,4688.9634,0,CD8 T cell
8135.455,4738.974,0,CD8 T cell
8830.5205,4779.857,0,Follicular DC
8412.865,4782.8794,0,Follicular DC
8186.4814,4787.317,0,Follicular DC
7902.4634,4810.7905,0,Follicular DC
960.2555,311.60254,0,Endothelial
856.765,379.0166,0,Endothelial
1154.5079,386.13184,0,Endothelial
1051.9445,410.0547,0,Endothelial
3048.4585,437.27734,0,Endothelial
3022.8608,457.4004,0,Endothelial
3061.608,458.80957,0,Erythroid
784.86707,480.3369,0,Endothelial
1338.6371,479.97266,0,Endothelial
1386.3778,484.95117,0,Endothelial
837.6632,496.67383,0,Endothelial
1670.4,539.2803,0,Endothelial
2262.317,543.48145,0,Endothelial
1079.8275,575.1084,0,Endothelial
2023.4491,585.8164,0,Endothelial
2975.6724,588.04395,0,Endothelial
2985.9702,591.01465,0,Endothelial
1062.401,595.5947,0,Endothelial
2522.1313,600.3779,0,Endothelial
2044.7767,610.1875,0,Erythroid
853.3939,624.6592,0,Endothelial
2283.7324,638.9336,0,Endothelial
726.2521,639.8115,0,Endothelial
593.3473,677.90234,0,Endothelial
2186.9136,680.541,0,Endothelial
542.354,713.0293,0,Endothelial
3367.0283,717.50195,0,Endothelial
1508.1437,721.3076,0,Endothelial
1661.829,738.0791,0,Endothelial
1865.267,739.2871,0,Endothelial
3323.6338,741.98926,0,Endothelial
1146.8441,746.97754,0,Endothelial
1359.226,797.76465,0,Endothelial
2694.4946,811.3887,0,Erythroid
2623.5264,820.3076,0,Endothelial
815.8651,828.3379,0,Proliferating
420.40234,833.8076,0,Endothelial
2285.4932,835.31934,0,Endothelial
1109.7228,839.10156,0,Endothelial
901.7645,863.7969,0,Macrophage
1742.5109,866.2285,0,Endothelial
3387.8433,878.45215,0,Endothelial
651.84265,893.3994,0,Proliferating
1449.4242,924.58496,0,Erythroid
3388.8838,933.0586,0,Endothelial
902.1007,935.25586,0,Macrophage
670.63245,952.08496,0,Proliferating
1618.827,960.4971,0,Macrophage
807.4906,960.8994,0,Macrophage
623.162,965.08105,0,Proliferating
987.8568,968.30273,0,Erythroid
2466.251,977.3408,0,Erythroid
1320.0677,979.9463,0,Endothelial
3015.442,981.9707,0,Endothelial
814.8983,991.3096,0,Macrophage
1772.3563,998.4863,0,Erythroid
2107.4229,1004.03516,0,Erythroid
1697.0634,1006.08984,0,Erythroid
471.78662,1036.1055,0,Endothelial
1029.2865,1039.1787,0,Proliferating
1505.0509,1039.1475,0,Erythroid
1242.414,1047.4883,0,Erythroid
1503.5343,1062.1924,0,Macrophage
2358.1553,1071.4443,0,Macrophage
485.69556,1076.1387,0,Endothelial
287.41284,1085.2275,0,Endothelial
1809.9559,1091.1875,0,Proliferating
2254.2378,1088.9736,0,Erythroid
1988.4747,1101.6807,0,Proliferating
712.0416,1106.9229,0,Macrophage
1726.5565,1121.0752,0,Erythroid
2588.3042,1127.0479,0,Erythroid
466.7987,1129.0576,0,Endothelial
2219.524,1152.0908,0,Erythroid
2000.0482,1163.1602,0,Erythroid
2552.0957,1162.209,0,Macrophage
2610.2617,1170.0098,0,Erythroid
851.7435,1170.248,0,Proliferating
1566.0741,1180.9414,0,Proliferating
1987.7091,1189.9014,0,Proliferating
1934.868,1192.2012,0,Macrophage
2867.5557,1191.4375,0,Erythroid
2509.5425,1202.0117,0,Proliferating
691.5321,1204.9004,0,Macrophage
2192.5908,1211.7695,0,Proliferating
2949.6929,1213.332,0,Endothelial
2243.351,1217.9756,0,Proliferating
2396.4292,1220.0605,0,Proliferating
3131.0806,1220.1377,0,Endothelial
1704.2582,1221.8145,0,Erythroid
2973.724,1226.5781,0,Endothelial
2483.7383,1228.1465,0,Proliferating
2012.359,1231.0635,0,Macrophage
2284.7363,1231.3047,0,Proliferating
2666.2427,1237.3057,0,Erythroid
2674.1978,1243.8447,0,Proliferating
679.5973,1244.6143,0,Macrophage
809.5543,1246.5352,0,Macrophage
3187.9883,1250.0615,0,Endothelial
1990.714,1252.5527,0,Proliferating
1158.4105,1259.0303,0,Macrophage
216.14575,1260.6172,0,Endothelial
1063.8402,1268.8281,0,Macrophage
1775.1263,1270.4521,0,Proliferating
2695.4595,1266.5303,0,Proliferating
2560.7998,1272.332,0,Proliferating
1427.0775,1272.9609,0,Macrophage
1475.9108,1274.4629,0,Proliferating
1937.2821,1278.169,0,Proliferating
3058.3745,1278.6758,0,Endothelial
558.401,1281.6846,0,Macrophage
574.0685,1285.6055,0,Macrophage
1016.62463,1290.5166,0,Erythroid
2163.6304,1292.0791,0,Proliferating
2142.4531,1298.3682,0,Proliferating
3225.5996,1297.3047,0,Endothelial
600.77454,1299.5928,0,Macrophage
1236.6466,1303.4512,0,Proliferating
2915.2236,1307.7451,0,Macrophage
616.3956,1309.125,0,Macrophage
2864.5557,1312.1943,0,Erythroid
1700.5973,1313.8379,0,Proliferating
2738.4595,1314.4111,0,Macrophage
2118.1758,1320.8867,0,Proliferating
3045.0596,1321.7295,0,Proliferating
3112.5205,1339.1025,0,Endothelial
1122.5858,1343.8633,0,Proliferating
1803.7035,1345.4102,0,Proliferating
2452.4448,1345.9111,0,Proliferating
1254.9015,1357.9014,0,Proliferating
1533.3446,1367.1807,0,Proliferating
872.6349,1380.5029,0,Erythroid
643.9271,1389.3105,0,Proliferating
754.8788,1401.1826,0,Macrophage
1562.6327,1404.291,0,Proliferating
2678.042,1402.2324,0,Proliferating
1259.1664,1413.7607,0,Proliferating
1589.1246,1420.8066,0,Proliferating
687.98914,1436.2451,0,Proliferating
1617.85,1437.3193,0,Macrophage
2746.4854,1438.0967,0,Proliferating
720.92395,1440.1982,0,Proliferating
1250.3602,1445.2725,0,Macrophage
1602.5677,1456.3125,0,Proliferating
2238.001,1459.3066,0,Macrophage
2921.3545,1461.1543,0,Proliferating
2431.9395,1464.2324,0,Proliferating
1090.6407,1465.7617,0,Macrophage
1494.9406,1473.9971,0,Endothelial
3246.7222,1488.8604,0,Endothelial
1254.6703,1492.4199,0,Proliferating
1061.8275,1501.7773,0,Macrophage
968.18054,1506.1016,0,Erythroid
1494.9196,1511.9082,0,Macrophage
1553.3993,1523.9092,0,Proliferating
1993.6671,1529.6777,0,Proliferating
1508.3966,1541.7773,0,Macrophage
1074.7626,1547.0127,0,Macrophage
1620.3392,1549.1543,0,Proliferating
2103.9067,1548.6201,0,Proliferating
2824.9937,1559.3037,0,Proliferating
3060.8237,1563.9854,0,Stromal/fibroblast
3051.8223,1567.794,0,Proliferating
1101.1183,1570.34375,0,Macrophage
1037.9445,1570.8467,0,Macrophage
835.5702,1575.6152,0,Erythroid
1353.817,1574.9414,0,Proliferating
1831.5138,1575.8047,0,Proliferating
592.2887,1577.375,0,Endothelial
753.78235,1600.4297,0,Proliferating
2493.3042,1601.207,0,Proliferating
3078.6992,1606.4834,0,Stromal/fibroblast
1954.7189,1610.5674,0,Proliferating
2713.9292,1618.4951,0,Proliferating
3258.3086,1629.6846,0,Erythroid
2538.5073,1631.3682,0,Proliferating
1611.277,1633.6309,0,Proliferating
2255.835,1640.2773,0,Proliferating
1038.2521,1640.0215,0,Macrophage
1170.838,1647.21,0,Macrophage
803.02625,1652.0234,0,Endothelial
2296.4512,1668.6104,0,Proliferating
1549.0765,1670.8867,0,Proliferating
1618.069,1678.207,0,Proliferating
1328.4078,1687.6406,0,Proliferating
1031.0009,1689.4639,0,Erythroid
1558.6195,1692.5176,0,Proliferating
3031.27,1697.168,0,Proliferating
1473.6539,1697.7773,0,Proliferating
1330.1244,1700.2773,0,Proliferating
1117.5907,1709.085,0,Erythroid
2374.4922,1714.1133,0,Proliferating
1627.4305,1715.707,0,Proliferating
1053.163,1727.334,0,Proliferating
780.0465,1734.3096,0,Macrophage
839.0856,1735.5566,0,Proliferating
2787.1353,1736.2686,0,Proliferating
1453.162,1735.4072,0,Proliferating
1675.8068,1758.1465,0,Proliferating
1663.3331,1758.7236,0,Proliferating
1543.6241,1765.5518,0,Proliferating
2604.5781,1770.7695,0,Proliferating
1082.4108,1774.1709,0,Macrophage
2029.7589,1780.8652,0,Proliferating
1471.6989,1784.5205,0,Proliferating
2337.001,1784.9863,0,Proliferating
2635.016,1788.8496,0,Proliferating
1652.2692,1789.8018,0,Proliferating
2686.208,1797.8467,0,Proliferating
2802.7026,1801.9619,0,Proliferating
1253.9064,1815.4873,0,Macrophage
2013.5585,1814.248,0,Proliferating
636.94275,1819.8506,0,Macrophage
2104.8384,1820.335,0,Proliferating
2064.3916,1823.3955,0,Proliferating
2494.273,1830.9131,0,Proliferating
2515.12,1829.459,0,Proliferating
3008.3057,1830.5098,0,Macrophage
2753.7153,1843.5039,0,Proliferating
2460.6973,1845.5566,0,Proliferating
905.3104,1850.3945,0,Macrophage
1537.6945,1852.2285,0,Proliferating
1197.3695,1854.206,0,Macrophage
1367.4559,1855.0635,0,Proliferating
2542.9395,1857.1611,0,Proliferating
2471.0479,1862.1348,0,Proliferating
2131.5479,1864.9102,0,Proliferating
3255.7378,1866.206,0,Stromal/fibroblast
1559.067,1866.2998,0,Proliferating
2254.0532,1865.748,0,Proliferating
2547.5186,1867.0518,0,Proliferating
1177.6805,1868.6826,0,Macrophage
2295.788,1869.5732,0,Proliferating
1686.6805,1871.0518,0,Proliferating
2329.0923,1882.9863,0,Proliferating
1747.5677,1887.1436,0,Proliferating
2446.1196,1892.0293,0,Proliferating
1060.4215,1891.7773,0,Proliferating
2002.5673,1900.3809,0,Proliferating
1855.5221,1901.331,0,Proliferating
2301.1646,1911.5254,0,Proliferating
2681.5215,1914.1299,0,Proliferating
1156.5956,1916.4141,0,Proliferating
3180.7007,1916.6973,0,Macrophage
2119.1714,1921.1543,0,Proliferating
2103.2637,1925.3604,0,Proliferating
570.8988,1926.3408,0,Proliferating
2706.9058,1936.919,0,Proliferating
2136.2808,1938.4121,0,Proliferating
2404.811,1948.6162,0,Proliferating
3031.9497,1955.1748,0,Macrophage
2234.501,1962.1621,0,Proliferating
2185.5928,1965.5537,0,Proliferating
986.8949,1974.5215,0,Proliferating
1639.9012,1976.3799,0,Proliferating
3341.1216,1984.3027,0,Stromal/fibroblast
1193.9796,1987.0244,0,Proliferating
3395.9473,1998.666,0,Macrophage
1175.1449,2001.0703,0,Proliferating
513.12683,2003.4717,0,Endothelial
2542.999,2008.1074,0,Proliferating
2696.107,2009.8037,0,Proliferating
3489.6172,2019.2842,0,Endothelial
1985.3136,2019.8516,0,Proliferating
2102.6807,2019.8359,0,Erythroid
2897.4365,2026.2773,0,Proliferating
1913.3544,2030.419,0,Proliferating
1255.4181,2031.8711,0,Proliferating
2460.0098,2034.6758,0,Proliferating
2084.128,2040.6855,0,Proliferating
2194.3755,2053.03125,0,Proliferating
2714.377,2058.3848,0,Erythroid
2965.0347,2059.5586,0,Proliferating
981.3729,2059.8086,0,Proliferating
2871.62,2060.6445,0,Proliferating
1120.4403,2069.5635,0,Proliferating
2713.7065,2071.871,0,Proliferating
1532.5734,2076.1885,0,Proliferating
2042.6024,2080.125,0,Proliferating
1973.2123,2082.79,0,Proliferating
2259.40625,2096.3457,0,Proliferating
2669.3135,2098.3076,0,Proliferating
1837.3258,2101.0957,0,Proliferating
990.11804,2106.296,0,Proliferating
2835.734,2107.4814,0,Proliferating
2258.484,2107.7773,0,Proliferating
1911.7286,2110.6738,0,Proliferating
1022.13025,2110.9385,0,Proliferating
914.88245,2118.5479,0,Proliferating
2577.2002,2118.6348,0,Proliferating
922.8685,2127.4092,0,Proliferating
3093.8237,2126.0713,0,Macrophage
1000.02234,2132.9453,0,Proliferating
1454.2609,2138.9023,0,Proliferating
2926.3823,2148.1367,0,Proliferating
2043.7091,2150.377,0,Proliferating
2272.5352,2151.3906,0,Proliferating
2810.3042,2151.294,0,Proliferating
846.83435,2165.1133,0,Proliferating
2465.27,2178.9102,0,Proliferating
760.6061,2185.9092,0,Macrophage
1827.3964,2185.752,0,Proliferating
1751.4508,2192.3242,0,Proliferating
3228.4429,2191.2676,0,Proliferating
782.8124,2201.755,0,Macrophage
1420.8529,2207.8467,0,Proliferating
2228.772,2207.3105,0,Proliferating
1250.961,2211.4727,0,Proliferating
926.45544,2215.0273,0,Erythroid
828.2687,2218.1973,0,Proliferating
2200.0352,2216.498,0,Proliferating
2782.831,2227.7021,0,Proliferating
1483.2853,2241.58,0,Proliferating
3408.2056,2241.2822,0,Stromal/fibroblast
969.4186,2251.206,0,Proliferating
2950.6445,2254.8496,0,Proliferating
2690.1748,2255.6006,0,Proliferating
3396.7612,2260.079,0,Proliferating
3352.1094,2258.4648,0,Proliferating
859.7223,2278.8818,0,Macrophage
1567.3768,2294.59375,0,Proliferating
1149.2421,2299.8047,0,Proliferating
1765.941,2306.9043,0,Proliferating
1558.9061,2307.84375,0,Proliferating
2836.9897,2311.916,0,Proliferating
1207.901,2316.4268,0,Proliferating
2154.7593,2316.037,0,Proliferating
1448.4159,2320.9316,0,Proliferating
1626.6154,2321.2148,0,Proliferating
1474.611,2341.7598,0,Proliferating
3051.5605,2342.8447,0,Proliferating
1847.2343,2351.3818,0,Proliferating
2089.7383,2351.2236,0,Proliferating
1736.7946,2356.208,0,Proliferating
1285.1993,2360.1826,0,Proliferating
973.23083,2364.7031,0,Proliferating
2652.337,2367.6943,0,Proliferating
2428.852,2370.127,0,Proliferating
705.9862,2370.378,0,Proliferating
2664.1187,2375.0244,0,Proliferating
1710.6193,2377.0088,0,Proliferating
2062.1626,2386.8135,0,Proliferating
1474.8524,2395.9336,0,Proliferating
2694.7588,2397.9785,0,Proliferating
3381.2808,2397.7441,0,Proliferating
1859.7457,2401.0166,0,Proliferating
1199.5929,2414.4268,0,Proliferating
2387.8867,2420.3613,0,Proliferating
3237.3574,2422.7236,0,Proliferating
2839.0493,2423.6191,0,Stromal/fibroblast
1046.7526,2427.4102,0,Proliferating
1656.6998,2428.5947,0,Proliferating
1370.4979,2429.627,0,Proliferating
1314.9081,2432.586,0,Proliferating
1149.3217,2439.376,0,Proliferating
3284.688,2451.3213,0,Proliferating
2021.2819,2452.7637,0,Proliferating
756.5187,2457.0518,0,Macrophage
2770.4634,2458.9658,0,Proliferating
2152.0303,2468.1367,0,Proliferating
3083.272,2469.6084,0,Proliferating
2489.4736,2474.7432,0,Proliferating
1458.5377,2476.338,0,Proliferating
3341.1177,2478.2227,0,Proliferating
3365.2427,2491.6533,0,Proliferating
1445.452,2493.163,0,Proliferating
950.09314,2496.789,0,Proliferating
1912.4845,2500.4248,0,Proliferating
2292.4727,2498.5693,0,Proliferating
1495.1351,2508.9365,0,Proliferating
3186.539,2509.1768,0,Proliferating
3311.0889,2520.6035,0,Proliferating
1594.5743,2537.5596,0,Proliferating
2147.5903,2540.2354,0,Proliferating
2651.6304,2546.8428,0,Proliferating
1408.1871,2549.4238,0,Proliferating
2460.7417,2562.63,0,Proliferating
830.63245,2571.4014,0,Macrophage
3162.189,2569.837,0,Proliferating
1216.3888,2573.4854,0,Proliferating
1306.2562,2572.793,0,Proliferating
1046.2362,2576.2588,0,Proliferating
2454.829,2574.8584,0,Proliferating
2487.712,2582.746,0,Proliferating
3298.7236,2582.9932,0,Proliferating
2221.3657,2585.2832,0,Proliferating
2154.8394,2589.9365,0,Proliferating
1336.2167,2600.2559,0,Proliferating
3307.0776,2607.4072,0,Proliferating
1295.9598,2616.6064,0,Proliferating
2351.2139,2616.0732,0,Proliferating
3040.0308,2631.4277,0,Proliferating
986.7269,2633.3398,0,Proliferating
1216.5714,2633.6396,0,Proliferating
2559.5103,2636.0557,0,Proliferating
3146.1592,2644.997,0,Proliferating
2029.6346,2646.585,0,Proliferating
2403.7944,2647.708,0,Proliferating
2529.7725,2649.1826,0,Proliferating
3025.3647,2655.04,0,Proliferating
2511.7593,2668.7969,0,Proliferating
2017.0414,2670.0762,0,Proliferating
2448.374,2682.745,0,Proliferating
1152.5453,2692.0654,0,Proliferating
2344.9307,2693.9756,0,Proliferating
2217.586,2705.6553,0,Proliferating
1232.506,2706.537,0,Proliferating
2191.166,2720.6465,0,Proliferating
2785.5996,2721.25,0,Proliferating
834.8302,2726.2266,0,Macrophage
2690.1,2729.1611,0,Proliferating
929.2838,2734.3486,0,Proliferating
2174.0488,2742.001,0,Proliferating
2203.5708,2747.4482,0,Proliferating
2575.5796,2760.6768,0,Proliferating
2812.4233,2758.5244,0,Proliferating
1006.0138,2772.5576,0,Proliferating
2240.3696,2775.4727,0,Proliferating
1724.0624,2778.8262,0,Proliferating
3041.496,2778.9316,0,Proliferating
2478.1582,2782.6807,0,Proliferating
2651.5122,2786.2773,0,Proliferating
2618.625,2795.7217,0,Proliferating
2114.6719,2797.0166,0,Proliferating
2083.474,2797.6123,0,Proliferating
3031.4307,2799.207,0,Proliferating
1194.1185,2801.90625,0,Proliferating
2270.8403,2819.8057,0,Proliferating
2375.5889,2831.6533,0,Proliferating
2133.7954,2833.7285,0,Proliferating
1134.2208,2835.0527,0,Proliferating
2855.1157,2847.1514,0,Proliferating
1466.9244,2846.4297,0,Proliferating
2821.102,2857.2734,0,Proliferating
1182.3241,2868.7568,0,Proliferating
1362.1571,2867.8516,0,Proliferating
2036.7147,2870.0732,0,Proliferating
2396.8506,2877.0566,0,Proliferating
3160.3525,2879.8887,0,Stromal/fibroblast
1635.9645,2880.2344,0,Proliferating
1368.5358,2883.712,0,Proliferating
