Cell ID,Target ID,X1,Y1,Z1,X2,Y2,Z2
382963,263562,6373.8516,6960.395,0,6402.2754,6962.434,0
382967,119658,6839.7705,6969.3247,0,6875.4595,6998.0747,0
382974,119661,6934.072,6993.7817,0,6973.518,7006.262,0
23735,143742,6908.402,7005.309,0,6895.716,7033.512,0
23737,95601,6506.77,7014.1255,0,6503.408,7034.844,0
23743,216002,6366.167,7032.844,0,6385.685,7024.5356,0
23744,47663,6708.587,7038.938,0,6717.432,7054.3286,0
23747,239780,6407.97,7058.016,0,6392.5034,7058.4224,0
23749,263588,6587.0854,7056.852,0,6610.899,7068.192,0
23762,167736,6512.7905,7115.114,0,6528.208,7096.266,0
23765,23759,6455.7124,7127.024,0,6438.1963,7094.9106,0
23766,311369,6923.6206,7127.0513,0,6953.8833,7126.5747,0
23768,239802,6944.351,7154.098,0,6964.9863,7147.7583,0
23769,119701,6629.9077,7153.3247,0,6641.344,7171.262,0
23773,311385,6711.5186,7199.4614,0,6730.806,7215.942,0
23777,47689,6653.713,7214.0083,0,6661.4707,7231.5747,0
23793,383018,6982.674,7309.7856,0,7005.1875,7311.7896,0
23801,335114,6769.889,7588.1177,0,6772.9146,7577.727,0
47656,143742,6921.509,7019.11,0,6895.716,7033.512,0
47659,95601,6486.8193,7031.0435,0,6503.408,7034.844,0
47680,95631,6654.7324,7195.473,0,6638.7964,7190.395,0
47681,71649,6786.395,7198.9653,0,6796.9263,7218.77,0
47687,287361,6941.4023,7222.8364,0,6975.8965,7224.028,0
47688,71652,6759.4917,7229.9966,0,6770.6196,7235.8716,0
47698,143788,6616.248,7264.9224,0,6595.41,7264.4927,0
47704,47703,6942.0415,7298.1685,0,6932.3237,7286.9927,0
47707,383019,6513.3384,7332.2427,0,6488.55,7354.598,0
47708,216044,6540.3027,7336.6763,0,6555.1504,7339.188,0
47716,95666,6974.0547,7891.6333,0,6974.922,7926.278,0
47717,287383,6953.4546,7909.4106,0,6948.5415,7929.809,0
71612,359133,6450.839,7026.2817,0,6430.908,7037.864,0
71615,263585,6744.3247,7034.9653,0,6735.5483,7051.196,0
71616,287324,6601.5024,7036.1997,0,6631.4585,7036.2974,0
71618,143743,6571.3057,7039.946,0,6530.1177,7042.2935,0
71624,119685,6764.7427,7069.8403,0,6751.0835,7092.403,0
71625,311357,6562.3594,7071.555,0,6553.1333,7086.645,0
71628,359146,6834.475,7079.2817,0,6819.074,7091.8286,0
71629,335073,6944.714,7084.442,0,6947.7,7065.188,0
71631,311357,6570.0176,7091.9106,0,6553.1333,7086.645,0
71632,47672,6875.9663,7093.563,0,6880.576,7106.93,0
71633,119690,6773.3403,7122.395,0,6779.107,7108.067,0
71634,383000,6790.4155,7126.348,0,6786.6694,7143.473,0
71640,239814,6677.4556,7176.5825,0,6681.9287,7201.1333,0
71644,239812,6861.0825,7193.5903,0,6845.5415,7197.528,0
71646,383005,6775.6895,7206.1606,0,6763.1924,7209.5356,0
71648,239818,6591.3237,7219.739,0,6578.8237,7215.4614,0
71656,47689,6643.0806,7247.8013,0,6661.4707,7231.5747,0
71661,71662,6552.336,7268.0435,0,6565.5186,7269.102,0
71665,95653,6654.456,7274.0083,0,6637.758,7279.5317,0
71680,239842,6865.718,7950.3677,0,6877.323,7971.2896,0
95602,143741,6859.5054,7038.6724,0,6874.0396,7030.7466,0
95605,263585,6753.426,7047.395,0,6735.5483,7051.196,0
95607,311357,6563.2954,7053.6997,0,6553.1333,7086.645,0
95609,335077,6984.8687,7063.977,0,6982.6157,7083.719,0
95611,335077,6964.8345,7076.094,0,6982.6157,7083.719,0
95612,216014,6901.943,7081.1216,0,6922.9663,7078.9575,0
95613,95614,6649.674,7095.0005,0,6647.6807,7108.567,0
95615,359146,6823.349,7107.266,0,6819.074,7091.8286,0
95616,167738,6600.1787,7112.653,0,6579.4043,7108.0435,0
95622,216018,6830.3174,7143.4927,0,6823.6807,7127.512,0
95626,311375,6811.8804,7173.1997,0,6812.547,7157.0903,0
95638,263612,6529.15625,7222.8247,0,6536.203,7187.387,0
95641,239818,6566.784,7222.5435,0,6578.8237,7215.4614,0
95642,47689,6650.532,7226.3755,0,6661.4707,7231.5747,0
95658,95653,6644.179,7299.524,0,6637.758,7279.5317,0
119664,119661,6937.679,7016.555,0,6973.518,7006.262,0
119665,215994,6809.712,7021.5435,0,6785.0864,6998.602,0
119667,239776,6941.489,7039.7466,0,6957.685,7054.188,0
119668,119678,6692.6997,7045.68,0,6701.8735,7065.774,0
119669,263588,6600.188,7048.4146,0,6610.899,7068.192,0
119674,335070,6455.185,7058.059,0,6475.2456,7058.723,0
119681,167736,6519.5464,7079.8716,0,6528.208,7096.266,0
119688,143757,6990.5615,7099.8013,0,6982.227,7115.309,0
119693,143755,6808.5557,7116.2036,0,6793.535,7105.067,0
119697,143765,6674.9233,7142.403,0,6692.96,7148.864,0
119700,239801,6572.5176,7169.7583,0,6588.284,7152.2505,0
119704,311381,6621.4233,7195.2153,0,6607.428,7193.4653,0
119708,287359,6626.7163,7218.2153,0,6635.097,7207.8013,0
119719,71662,6544.2637,7256.434,0,6565.5186,7269.102,0
119728,95656,6520.267,7313.3013,0,6543.4854,7293.973,0
119729,216044,6547.002,7317.844,0,6555.1504,7339.188,0
119835,383127,6982.764,7744.696,0,6983.354,7732.6216,0
143734,119661,6942.5273,7000.719,0,6973.518,7006.262,0
143738,119663,6691.02,7025.2153,0,6702.7886,7014.274,0
143747,263589,6674.276,7059.6255,0,6668.8086,7076.274,0
143748,263588,6627.5415,7062.688,0,6610.899,7068.192,0
143751,23753,6503.7275,7087.4067,0,6486.4873,7079.6606,0
143761,47672,6904.801,7133.3833,0,6880.576,7106.93,0
143762,216028,6985.3887,7138.856,0,6982.803,7155.817,0
143784,216037,6620.723,7245.1685,0,6597.381,7250.817,0
143791,143785,6977.9067,7268.2153,0,6990.958,7255.403,0
143792,95656,6492.394,7293.43,0,6543.4854,7293.973,0
143793,216044,6578.242,7338.1216,0,6555.1504,7339.188,0
143806,47721,6949.2915,7960.2544,0,6957.699,7971.7896,0
167722,263586,6833.8926,7031.2505,0,6860.372,7055.3794,0
167723,335070,6462.8877,7036.895,0,6475.2456,7058.723,0
167728,143741,6879.6523,7049.106,0,6874.0396,7030.7466,0
167731,239780,6407.883,7071.6333,0,6392.5034,7058.4224,0
167733,359146,6806.359,7074.645,0,6819.074,7091.8286,0
167734,263588,6594.812,7079.93,0,6610.899,7068.192,0
167735,263589,6651.2446,7081.399,0,6668.8086,7076.274,0
167737,47672,6893.812,7108.2153,0,6880.576,7106.93,0
167740,23759,6426.7607,7113.6333,0,6438.1963,7094.9106,0
167742,47672,6909.7056,7114.3364,0,6880.576,7106.93,0
167752,311381,6605.7363,7210.223,0,6607.428,7193.4653,0
167757,143785,6980.49,7244.2935,0,6990.958,7255.403,0
167780,263639,6914.8594,7966.7036,0,6899.5415,7951.9966,0
167781,23807,6863.5557,7995.985,0,6874.781,7984.844,0
191954,263585,6739.7163,7019.4067,0,6735.5483,7051.196,0
191955,143741,6849.407,7020.0513,0,6874.0396,7030.7466,0
191957,119663,6715.3525,7021.9067,0,6702.7886,7014.274,0
191960,263588,6585.039,7041.063,0,6610.899,7068.192,0
191962,263586,6836.5557,7051.7466,0,6860.372,7055.3794,0
191965,359133,6442.3584,7063.989,0,6430.908,7037.864,0
191967,382990,6896.32,7069.555,0,6897.637,7056.2036,0
191971,47670,6636.0737,7088.4966,0,6618.967,7093.485,0
191977,311369,6917.2397,7146.028,0,6953.8833,7126.5747,0
191984,287355,6777.3984,7183.6646,0,6773.235,7169.4536,0
191986,287361,6966.438,7210.5044,0,6975.8965,7224.028,0
191988,383005,6754.1704,7217.555,0,6763.1924,7209.5356,0
192007,95656,6534.893,7278.391,0,6543.4854,7293.973,0
192009,167765,6617.7236,7283.8286,0,6597.7095,7281.0786,0
192012,95661,6648.743,7319.071,0,6622.192,7311.692,0
192016,47715,6999.6577,7875.227,0,7026.162,7892.688,0
192025,216061,6817.64,7986.2583,0,6783.147,7967.196,0
216003,239776,6954.6943,7028.274,0,6957.685,7054.188,0
216006,215994,6781.62,7042.86,0,6785.0864,6998.602,0
216007,239776,6979.285,7046.317,0,6957.685,7054.188,0
216019,263597,6656.9326,7132.5474,0,6673.191,7120.8755,0
216030,239811,6592.9795,7178.4927,0,6585.45,7194.356,0
216031,216028,6992.9136,7183.473,0,6982.803,7155.817,0
216035,216039,6719.5337,7236.098,0,6721.072,7252.309,0
216038,95654,6937.3994,7250.1294,0,6945.9175,7282.6255,0
216040,95654,6951.8247,7265.2427,0,6945.9175,7282.6255,0
216046,359185,6892.9614,7445.098,0,6881.9253,7445.598,0
216062,23807,6843.886,7978.555,0,6874.781,7984.844,0
239775,359146,6811.124,7045.399,0,6819.074,7091.8286,0
239778,359133,6422.3945,7057.274,0,6430.908,7037.864,0
239782,23753,6498.0234,7066.352,0,6486.4873,7079.6606,0
239785,167729,6651.6196,7069.106,0,6657.644,7054.059,0
239787,335070,6463.984,7077.61,0,6475.2456,7058.723,0
239788,263589,6686.0093,7085.192,0,6668.8086,7076.274,0
239792,23753,6483.528,7100.641,0,6486.4873,7079.6606,0
239794,143757,6970.7266,7117.9536,0,6982.227,7115.309,0
239795,143757,6997.912,7121.606,0,6982.227,7115.309,0
239803,239801,6604.2925,7160.52,0,6588.284,7152.2505,0
239807,216028,6969.4243,7173.395,0,6982.803,7155.817,0
239808,311381,6615.57,7174.696,0,6607.428,7193.4653,0
239817,287361,6981.4585,7214.3364,0,6975.8965,7224.028,0
239820,71662,6543.572,7241.442,0,6565.5186,7269.102,0
239822,143789,6684.1953,7250.0005,0,6682.5415,7265.3794,0
239826,95656,6493.02,7273.8364,0,6543.4854,7293.973,0
263576,95601,6525.5615,7000.235,0,6503.408,7034.844,0
263580,143741,6865.987,7016.262,0,6874.0396,7030.7466,0
263590,47672,6896.1455,7092.934,0,6880.576,7106.93,0
263603,311373,6719.114,7157.2856,0,6709.2983,7138.305,0
263616,143780,6879.4224,7199.2075,0,6871.192,7227.6333,0
263623,287361,6961.0444,7232.227,0,6975.8965,7224.028,0
263632,95662,6632.2925,7329.973,0,6613.2495,7334.098,0
287316,143742,6925.186,7008.0083,0,6895.716,7033.512,0
287329,263588,6612.7744,7049.2075,0,6610.899,7068.192,0
287334,239784,6741.375,7070.3325,0,6723.573,7068.196,0
287341,23759,6456.9233,7106.2153,0,6438.1963,7094.9106,0
287342,95614,6663.6924,7106.2427,0,6647.6807,7108.567,0
287343,23759,6468.956,7114.8364,0,6438.1963,7094.9106,0
287347,23759,6474.808,7127.641,0,6438.1963,7094.9106,0
287349,71635,6585.4624,7132.137,0,6603.919,7136.0356,0
287351,311369,6935.819,7139.3013,0,6953.8833,7126.5747,0
287357,383005,6763.7817,7194.7075,0,6763.1924,7209.5356,0
287365,71662,6556.915,7248.934,0,6565.5186,7269.102,0
287386,287383,6914.568,7914.981,0,6948.5415,7929.809,0
287390,23807,6894.226,7987.1177,0,6874.781,7984.844,0
287392,95669,6929.831,7987.5747,0,6946.3105,7977.524,0
311343,119661,6954.2056,7004.7466,0,6973.518,7006.262,0
311353,143755,6787.481,7065.016,0,6793.535,7105.067,0
311360,263589,6662.371,7092.5864,0,6668.8086,7076.274,0
311361,216014,6931.4673,7106.3364,0,6922.9663,7078.9575,0
311371,143757,6982.7554,7126.2935,0,6982.227,7115.309,0
311382,287361,6993.5845,7203.106,0,6975.8965,7224.028,0
311392,143789,6686.868,7277.0317,0,6682.5415,7265.3794,0
311513,119836,6953.9033,7780.4224,0,6938.487,7797.4966,0
335059,95601,6470.8774,7009.93,0,6503.408,7034.844,0
335064,287322,6661.22,7035.2817,0,6645.7036,7027.012,0
335071,382990,6887.5415,7063.0903,0,6897.637,7056.2036,0
335079,23759,6413.2256,7097.028,0,6438.1963,7094.9106,0
335080,263597,6678.4316,7102.2544,0,6673.191,7120.8755,0
335084,311364,6749.771,7134.309,0,6737.2207,7108.2935,0
335095,47689,6639.722,7230.0083,0,6661.4707,7231.5747,0
335099,47689,6673.252,7242.766,0,6661.4707,7231.5747,0
335102,143785,6960.5557,7251.2036,0,6990.958,7255.403,0
335108,95654,6967.8613,7296.2153,0,6945.9175,7282.6255,0
335116,143905,6871.7065,7874.9263,0,6882.829,7857.145,0
335119,192023,6981.585,7950.2427,0,6996.9707,7964.7466,0
359125,143741,6830.4067,7013.6685,0,6874.0396,7030.7466,0
359126,382979,6576.1323,7019.4653,0,6609.921,7004.059,0
359127,119661,6967.2915,7020.344,0,6973.518,7006.262,0
359134,263585,6726.7515,7037.7036,0,6735.5483,7051.196,0
359148,167741,6848.0405,7096.2114,0,6840.702,7115.727,0
359150,95617,6700.4155,7105.391,0,6703.4966,7121.821,0
359151,119690,6763.662,7106.5903,0,6779.107,7108.067,0
359153,47672,6892.357,7122.8325,0,6880.576,7106.93,0
359157,263608,6555.229,7158.0903,0,6549.8804,7176.8403,0
359159,216028,6996.3525,7156.969,0,6982.803,7155.817,0
359162,335088,6738.0156,7173.274,0,6757.153,7178.403,0
359163,239802,6944.46,7174.684,0,6964.9863,7147.7583,0
359164,95624,6796.5386,7181.2974,0,6794.232,7163.5356,0
359166,287361,6972.231,7192.098,0,6975.8965,7224.028,0
359172,119705,6547.2295,7207.6294,0,6563.738,7200.266,0
359173,239814,6679.808,7219.973,0,6681.9287,7201.1333,0
359176,119713,6559.8916,7235.7583,0,6577.784,7232.067,0
359184,95656,6499.681,7307.981,0,6543.4854,7293.973,0
382986,359133,6436.13,7046.6216,0,6430.908,7037.864,0
382991,311357,6577.967,7070.856,0,6553.1333,7086.645,0
382995,119690,6780.5664,7087.0903,0,6779.107,7108.067,0
383003,287361,6940.6924,7195.7817,0,6975.8965,7224.028,0
383011,287361,6987.976,7234.8755,0,6975.8965,7224.028,0
383012,143783,6844.565,7241.8677,0,6857.419,7233.438,0
383015,47703,6931.7227,7270.8755,0,6932.3237,7286.9927,0
383017,95656,6516.446,7292.227,0,6543.4854,7293.973,0
383030,71677,6857.973,7882.477,0,6846.531,7899.852,0
23809,192028,6907.6855,8001.3013,0,6919.6543,8025.4224,0
23812,383037,6996.4297,8031.0356,0,7017.3794,8030.9497,0
23818,192033,6976.8247,8081.641,0,6983.5054,8071.598,0
23820,167793,6906.781,8088.352,0,6909.9487,8102.446,0
23825,359206,6951.4243,8144.0474,0,6969.306,8133.4575,0
23826,47742,6953.331,8178.5317,0,6940.441,8188.1646,0
23828,95691,6843.002,8213.508,0,6854.701,8246.746,0
23831,47752,6736.28125,8262.473,0,6751.5874,8280.363,0
23833,359224,6886.966,8269.637,0,6900.5273,8298.586,0
23835,47750,6778.318,8287.578,0,6797.7314,8272.852,0
23836,239863,6692.073,8291.348,0,6666.9004,8301.125,0
23837,71709,6691.59375,8309.398,0,6690.872,8327.648,0
23838,95696,6928.5415,8328.547,0,6923.6196,8315.934,0
23840,143829,6882.3545,8343.094,0,6875.6035,8351.805,0
23842,71715,6844.017,8371.914,0,6835.5415,8388.367,0
23846,216095,6989.3286,8419.367,0,6992.8486,8446.012,0
23852,239881,6574.239,8505.012,0,6596.004,8505.516,0
23861,311460,6712.303,8576.078,0,6718.4355,8554.168,0
23867,383095,6647.395,8631.109,0,6627.3467,8626.988,0
23868,383095,6625.258,8643.367,0,6627.3467,8626.988,0
23903,239937,6657.8276,8690.145,0,6635.8823,8693.184,0
23906,263717,6723.0176,8684.371,0,6744.942,8697.078,0
47730,383045,6961.9355,8076.6255,0,6954.8525,8095.2974,0
47731,216068,6915.3794,8079.4185,0,6934.1763,8070.2466,0
47732,359199,6995.3906,8089.0005,0,6993.3423,8077.598,0
47734,239853,6852.2817,8097.9106,0,6881.7207,8084.6685,0
47738,143820,6856.3335,8175.8794,0,6906.521,8214.992,0
47744,119759,6997.7324,8237.09,0,6995.797,8201.543,0
47746,95691,6828.5874,8258.199,0,6854.701,8246.746,0
47747,359220,6962.2803,8253.781,0,6938.3125,8264.297,0
47748,167805,6718.8857,8260.566,0,6710.414,8240.746,0
47751,47752,6729.884,8276.77,0,6751.5874,8280.363,0
47753,359224,6868.8433,8295.273,0,6900.5273,8298.586,0
47754,71709,6706.7197,8325.227,0,6690.872,8327.648,0
47756,71708,6632.1914,8345.16,0,6606.6455,8312.445,0
47757,95702,6942.687,8344.059,0,6924.992,8357.043,0
47762,23847,6855.5967,8439.801,0,6870.793,8426.426,0
47763,311441,6957.171,8457.805,0,6966.6045,8441.555,0
47772,383082,6974.0293,8545.512,0,6991.79,8534.559,0
47777,359252,6563.2944,8602.066,0,6556.842,8576.016,0
47779,311470,6524.9424,8631.727,0,6538.6704,8643.773,0
47780,23865,6742.892,8634.547,0,6726.8325,8625.758,0
47826,287485,6746.9854,8733.953,0,6766.496,8733.117,0
71684,359193,6796.4736,8018.2466,0,6765.001,8001.094,0
71685,23816,6832.7007,8054.813,0,6817.6777,8052.766,0
71687,216068,6950.1787,8059.153,0,6934.1763,8070.2466,0
71691,192035,6805.532,8097.7935,0,6807.682,8074.2896,0
71693,287402,6943.966,8104.188,0,6950.917,8114.4927,0
71700,383055,6900.015,8189.723,0,6916.8936,8195.422,0
71705,383060,6997.524,8275.441,0,6946.831,8289.836,0
71707,23839,6838.169,8311.508,0,6814.804,8339.547,0
71712,71710,6905.471,8341.68,0,6889.9175,8329.168,0
71713,216091,6967.437,8358.809,0,6987.97,8355.141,0
71716,119775,6773.443,8402.109,0,6798.1855,8388.395,0
71718,359242,6670.8496,8435.445,0,6666.035,8465.152,0
71722,95715,6812.4243,8482.422,0,6817.5674,8500.422,0
71724,216104,6713.0176,8484.023,0,6729.178,8499.234,0
71725,287438,6616.22,8487.02,0,6611.019,8471.086,0
71727,263680,6475.0054,8490.25,0,6458.5005,8489.555,0
71730,239881,6570.3467,8515.992,0,6596.004,8505.516,0
71731,263681,6388.507,8521.914,0,6399.556,8536.594,0
71732,119789,6725.6143,8532.199,0,6744.8457,8541.43,0
71737,383089,6471.307,8585.27,0,6486.3594,8597.043,0
71741,143870,6460.831,8640.828,0,6449.2993,8656.754,0
71774,95726,6456.8076,8689.227,0,6454.375,8676.07,0
95681,383045,6966.4233,8095.7114,0,6954.8525,8095.2974,0
95687,167795,6898.103,8152.18,0,6892.65,8112.9224,0
95694,47750,6784.8223,8277.105,0,6797.7314,8272.852,0
95695,239862,6911.059,8277.602,0,6934.378,8278.211,0
95697,71708,6610.402,8329.145,0,6606.6455,8312.445,0
95698,23839,6835.667,8328.93,0,6814.804,8339.547,0
95699,71709,6668.5566,8329.527,0,6690.872,8327.648,0
95701,23843,6812.9414,8357.73,0,6819.338,8373.223,0
95703,216094,6657.706,8364.969,0,6670.1104,8386.0,0
95705,71717,6949.456,8398.93,0,6926.568,8419.25,0
95711,47765,6829.3867,8480.988,0,6834.758,8499.039,0
95712,47764,6842.8604,8482.988,0,6859.8813,8480.449,0
95713,216102,6662.817,8496.617,0,6647.625,8485.809,0
95717,383080,6648.4155,8526.0625,0,6668.267,8523.484,0
95722,239893,6431.196,8622.875,0,6450.714,8618.434,0
95725,239937,6661.517,8673.691,0,6635.8823,8693.184,0
95764,263691,6562.203,8695.121,0,6573.551,8673.5625,0
95765,23907,6452.872,8706.93,0,6435.3247,8694.824,0
95766,71773,6801.914,8706.953,0,6804.46875,8682.605,0
119746,216068,6917.7104,8064.0083,0,6934.1763,8070.2466,0
119757,383055,6885.419,8190.6255,0,6916.8936,8195.422,0
119760,239860,6740.5547,8208.344,0,6719.3525,8206.1875,0
119763,359220,6953.1255,8264.008,0,6938.3125,8264.297,0
119765,383060,6977.9585,8288.113,0,6946.831,8289.836,0
119766,47752,6744.782,8292.4375,0,6751.5874,8280.363,0
119767,216091,6990.728,8313.977,0,6987.97,8355.141,0
119770,143829,6889.019,8355.887,0,6875.6035,8351.805,0
119773,95702,6941.2437,8367.035,0,6924.992,8357.043,0
119776,216094,6646.4673,8392.086,0,6670.1104,8386.0,0
119782,263679,6761.6265,8479.309,0,6738.05,8485.336,0
119784,71721,6540.518,8491.527,0,6548.8164,8474.4375,0
119787,192067,6393.0156,8501.277,0,6415.744,8492.457,0
119788,383083,6465.7656,8542.422,0,6459.303,8566.469,0
119791,192078,6507.3135,8565.777,0,6514.126,8586.262,0
119794,335171,6635.1606,8603.992,0,6651.0083,8610.41,0
119799,311473,6753.8535,8656.875,0,6751.295,8678.41,0
143811,192035,6788.611,8078.5083,0,6807.682,8074.2896,0
143814,192042,6923.4272,8145.055,0,6931.0674,8128.7896,0
143821,359220,6931.7803,8234.398,0,6938.3125,8264.297,0
143822,95691,6863.9453,8258.621,0,6854.701,8246.746,0
143823,359224,6901.235,8265.902,0,6900.5273,8298.586,0
143824,383060,6972.0645,8308.102,0,6946.831,8289.836,0
143825,71710,6862.816,8317.105,0,6889.9175,8329.168,0
143827,192053,6731.5786,8342.809,0,6756.9033,8348.344,0
143830,95702,6914.071,8358.793,0,6924.992,8357.043,0
143832,311433,6730.01,8366.875,0,6747.5527,8372.645,0
